time,y
3434,0.0251219
3435,0.0260353
3436,0.0284572
3437,0.0302174
3438,0.0292697
3439,0.02881
3440,0.0302644
3441,0.0317783
3442,0.0333325
3443,0.0338655
3444,0.0344623
3445,0.0363656
3446,0.0380502
3447,0.0387401
3448,0.0392631
3449,0.0406539
3450,0.0423169
3451,0.0431758
3452,0.0446544
3453,0.0462817
3454,0.0471386
3455,0.0493126
3456,0.0504128
3457,0.0518172
3458,0.0524766
3459,0.0544926
3460,0.05557
3461,0.0569851
3462,0.0576259
3463,0.0593902
3464,0.0603341
3465,0.0618156
3466,0.0633233
3467,0.0641767
3468,0.0658886
3469,0.0667447
3470,0.0678806
3471,0.0691133
3472,0.0699144
3473,0.0715477
3474,0.0724433
3475,0.074119
3476,0.0749545
3477,0.0766566
3478,0.0775208
3479,0.0791212
3480,0.0802736
3481,0.0814871
3482,0.0830359
3483,0.0837797
3484,0.0853343
3485,0.0861189
3486,0.0875355
3487,0.0882336
3488,0.0896819
3489,0.090419
3490,0.0917819
3491,0.0924487
3492,0.0938213
3493,0.0945371
3494,0.0959451
3495,0.0966505
3496,0.0979782
3497,0.0986405
3498,0.0996656
3499,0.100632
3500,0.101293
3501,0.102445
3502,0.103618
3503,0.104205
3504,0.105469
3505,0.106092
3506,0.107069
3507,0.107538
3508,0.108672
3509,0.109264
3510,0.110286
3511,0.111241
3512,0.11169
3513,0.112785
3514,0.113343
3515,0.114202
3516,0.114625
3517,0.115179
3518,0.115419
3519,0.11557
3520,0.115617
3521,0.11592
3522,0.116263
3523,0.116493
3524,0.116579
3525,0.11684
3526,0.116991
3527,0.117321
3528,0.117481
3529,0.117669
3530,0.117752
3531,0.118286
3532,0.118093
3533,0.118204
3534,0.118238
3535,0.118347
3536,0.118428
3537,0.118583
3538,0.118646
3539,0.118629
3540,0.118615
3541,0.119083
3542,0.118707
3543,0.118725
3544,0.118551
3545,0.118462
3546,0.118471
3547,0.118483
3548,0.118242
3549,0.118103
3550,0.118037
3551,0.117984
3552,0.117851
3553,0.1174
3554,0.116985
3555,0.116797
3556,0.116157
3557,0.115804
3558,0.115258
3559,0.114987
3560,0.114675
3561,0.114008
3562,0.113681
3563,0.113212
3564,0.112757
3565,0.112559
3566,0.112151
3567,0.111942
3568,0.111574
3569,0.111388
3570,0.110912
3571,0.110656
3572,0.110032
3573,0.109351
3574,0.107854
3575,0.107095
3576,0.10557
3577,0.104807
3578,0.103342
3579,0.101843
3580,0.101079
3581,0.100292
3582,0.0986956
3583,0.0979018
3584,0.0964098
3585,0.0956579
3586,0.0939927
3587,0.0930556
3588,0.0913984
3589,0.0905863
3590,0.0897977
3591,0.0889274
3592,0.0874768
3593,0.0858564
3594,0.0849954
3595,0.0844198
3596,0.0828825
3597,0.0822011
3598,0.079917
3599,0.0790351
3600,0.0787153
3601,0.0782877
3602,0.0770258
3603,0.0753307
3604,0.0735128
3605,0.0721357
3606,0.0714936
3607,0.0693518
3608,0.06621
3609,0.0648243
3610,0.0613189
3611,0.0592723
3612,0.0557413
3613,0.0539513
3614,0.0524319
3615,0.0507613
3616,0.0474108
3617,0.0458075
3618,0.0445325
3619,0.0412996
3620,0.037342
3621,0.0334971
3622,0.0315741
3623,0.0256612
3624,0.0205173
3625,0.0184693
3626,0.0136886
3627,0.0114148
3628,0.00722539
3629,0.0052563
3630,0.00333643
3631,-0.000462055
3632,-0.00233519
3633,-0.00615373
3634,-0.00808075
3635,-0.0120238
3636,-0.0140054
3637,-0.018355
3638,-0.0207435
3639,-0.0232632
3640,-0.0295158
